"radar_id","PDM","se","radar_id","alpha","se"
"KMKX",346.601175269755,1.19722302756366,"KMKX",0.274753174520626,0.037757350942976
"KMLB",342.464883775488,1.10655129866368,"KMLB",0.298456248948723,0.0338613397725283
"KMOB",30.4667436731219,1.29002376466313,"KMOB",-0.234226436919809,0.0407371377718389
"KMPX",337.572271533322,1.1366144018455,"KMPX",0.287601587095093,0.0353956588606034
"KMQT",353.105497312204,1.32154198777325,"KMQT",0.205016417447286,0.043155990913606
"KMRX",37.1130887905355,1.11856612732027,"KMRX",-0.0908246671219743,0.0346543470331824
"KMSX",5.95165836206237,1.64032790244624,"KMSX",0.169035844866697,0.0526218483934724
"KMTX",1.72492536404516,1.35767955818748,"KMTX",0.304252060136142,0.0453372483401337
"KMUX",344.642676415921,1.24373964915577,"KMUX",0.742750976461951,0.0388682887351463
"KMVX",330.825627829647,1.11555246835028,"KMVX",0.375144781750296,0.0349962731401822
"KMXX",14.4487318766813,1.89957330820026,"KMXX",-0.0277262181254978,0.0580935168369779
"KNKX",318.704874611009,1.02141436482327,"KNKX",0.390712444687999,0.0318310854474578
"KNQA",22.2679599695829,1.15524815172473,"KNQA",-0.147555605176003,0.0350007969426868
"KOAX",348.176522725737,1.13447735241462,"KOAX",0.158040557971349,0.0353494371718544
"KOHX",23.3233204770485,1.15677712625907,"KOHX",-0.039377778339446,0.0352069100405228
"KOKX",48.2797545689644,1.4638660117285,"KOKX",-0.0445441244987552,0.0488099883364008
"KOTX",354.666800749269,1.28645256133075,"KOTX",0.395268127939186,0.0414273876794411
"KPAH",17.4313029063249,1.12562338161409,"KPAH",-0.0914656572998602,0.0340780647969685
"KPBZ",31.7284817556288,1.19282348919821,"KPBZ",0.147289557991782,0.0377054273496472
"KPDT",10.0757974059394,1.45170970027846,"KPDT",0.282578832366451,0.0470554647784188
"KPOE",25.4149420478681,1.630068199267,"KPOE",-0.144332976042371,0.0492409337090239
"KPUX",334.099702277087,1.16489491073313,"KPUX",0.370855085892423,0.0371276538552766
"KRAX",28.6336126733088,1.22834675781354,"KRAX",0.0388099154306771,0.0383607875083174
"KRGX",6.43096644278299,1.50387244347699,"KRGX",0.31792529965391,0.0487865151318436
"KRIW",320.333650734262,1.58320613816364,"KRIW",0.680831918089433,0.0541500714077402
"KRLX",31.6960368432091,1.21921507000869,"KRLX",0.0372349758616244,0.0377889217248049
"KRTX",4.80026660147016,1.04599770178403,"KRTX",0.265525231180641,0.0327463107169005
"KSFX",353.570176258711,1.34272744669196,"KSFX",0.173795837568662,0.0441674366741658
"KSGF",11.3459999440948,1.0888533961078,"KSGF",-0.0638263701085008,0.0332087567862803
"KSHV",25.5702477924352,1.07712141059371,"KSHV",0.0339359586681525,0.0325141854587719
"KSJT",3.10792789121282,1.31893696769628,"KSJT",0.0654779012678898,0.0406773524565785
"KSOX",318.743665560732,1.21997206906984,"KSOX",0.379630956459729,0.0409644194863498
"KSRX",15.395666221347,1.18304933536287,"KSRX",0.0855854844284125,0.036084963308933
"KTBW",339.04316471762,1.14949363876643,"KTBW",0.294139229351019,0.0350971517245521
"KTFX",314.635672645858,2.19701713558265,"KTFX",0.616588050961311,0.0772272149121652
"KTLH",331.97526640403,1.3363177377163,"KTLH",0.318909266557174,0.0429488617557437
"KTLX",4.3838963332453,1.05019213576138,"KTLX",0.0506343079553863,0.0321863486452867
"KTWX",358.095032675309,1.12404341740184,"KTWX",0.0657564330733353,0.0351650784476152
"KTYX",25.0698056346362,1.52863221823666,"KTYX",0.177205604405399,0.0488602657687362
"KUDX",331.757851716789,1.26370917538027,"KUDX",0.378178593386639,0.0416291976206095
"KUEX",347.327058441428,1.14029179203214,"KUEX",0.142025574016076,0.0361032583576246
"KVAX",346.513822406819,1.89615549087549,"KVAX",0.189290568962013,0.0586583598271042
"KVBX",321.474440229195,1.64126845539816,"KVBX",0.667645960993215,0.0512995189557768
"KVNX",357.605652243451,1.18273174546028,"KVNX",0.00651513469937349,0.0371121341473054
"KVTX",300.422789087923,1.13193667953354,"KVTX",0.30428686003894,0.0361578611712777
"KVWX",16.8065336957805,1.4694168726156,"KVWX",-0.0137401316916623,0.0446536294573554
"KYUX",307.126245256033,1.18886154367778,"KYUX",0.434810381814858,0.0357010602933494
